ФИО-ИНН-Адрес регистрации-Сумма уплаченного налога за текущий год
"Абрашеев Ярослав Юриевич-871330675372-п. Бузулук, алл. 8 Марта, д. 2, 977565-70494.58"
"Абрашнев Виктор Василиевич-155221184764-с. Бузулук, ул. Высоцкого, д. 7 к. 836, 631515-87.94"
"Абрашова Алена Яковлевна-425741187448-с. Теберда, бул. Терешковой, д. 2, 891477-89144.93"
"Абрашова София Никитична-353949022848-п. Луга, бул. Пионерский, д. 2 к. 633, 702540-42844.57"
"Абрдяшитов Руслан Георгиевич-138269987790-г. Калевала, бул. Черемушки, д. 1, 277387-145954.49"
"Абрелова Дарья Вадимовна-188527075273-ст. Елабуга, алл. Краснознаменная, д. 4, 932871-5241.15"
"Абрелова Клара Олеговна-508935405061-к. Кемерово, ул. Толбухина, д. 8 стр. 203, 225648-25192.15"
"Абрецов Антон Сергеевич-386659211966-г. Чулым, ш. Придорожное, д. 651 к. 7/6, 582392-89724.78"
"Абрин Константин Аркадиевич-876723099747-ст. Тулун, пр. Интернациональный, д. 2/8 к. 9, 145764-64591.69"
"Абрина Екатерина Василевна-919729073910-клх Аргаяш, бул. Попова, д. 20 к. 224, 280650-90899.43"
"Абродина Клавдия Богдановна-870012338675-п. Нерчинск, алл. Л.Толстого, д. 2, 157167-2577.71"
"Аброскина Софья Яковлевна-288178666497-п. Орехово-Зуево, ш. Энергетиков, д. 977, 371517"
"Аброчнов Андрей Игоревич-312409506416-к. Лянтор, ул. Ульянова, д. 8 к. 87, 755727-85058.59"
"Абрукина Алена Николаевна-900352696348-г. Курумкан, пер. Азовский, д. 2 стр. 637, 846283-78575.45"
"Абселямов Игорь Павлович-848654107284-д. Домбай, пр. Заречный, д. 23 стр. 79, 904530-44165.37"
"Абсолямов Константин Алексеевич-69647181397-клх Макаров, наб. Гаражная, д. 6/4 к. 5, 822024-49428.44"
"Абуалиев Федор Денисович-345440261386-с. Руза, алл. Песчаная, д. 116 к. 903, 526122-4644.58"
"Абубаканов Эдуард Борисович-106733623005-клх Ханты-Мансийск, пр. Папанина, д. 320 к. 4/3, 356564"
"Абудихин Денис Иванович-995044338280-ст. Новгород Великий, ш. Юбилейное, д. 9/5 к. 193, 625381-110458.62"
"Абузаров Иван Фёдорович-886720958846-с. Гдов, пер. Олимпийский, д. 24 к. 7/2, 440902-68481.93"
"Абуталипов Константин Олегович-40600843774-г. Пенза, ул. Полевая, д. 49, 135212-5470.37"
"Абутева Марина Романовна-509670493330-клх Рубцовск, пр. Мелиораторов, д. 90 стр. 7/5, 692375-47137.35"
"Абучев Аркадий Михаилович-594532025783-клх Нижневартовск, ул. Украинская, д. 738 к. 213, 924071-48303.58"
"Абушаева Ева Федоровна-356717755881-г. Усть-Ордынский, ул. Стадионная, д. 533, 468699"
"Абушахмина Алёна Андреевна-551165127371-с. Находка, ул. Советской Армии, д. 156, 222932-8210.91"
"Абызова Валентина Яковлевна-366108562101-к. Оймякон, наб. Звездная, д. 3/2 стр. 8/1, 963163-28998.44"
"Абьянов Андрей Леонидович-216590569879-ст. Ейск, пер. Воровского, д. 189 к. 6/7, 545765-42812.88"
"Аважайский Степан Викторович-776497980718-ст. Кабанск, алл. Просторная, д. 3/5 стр. 39, 335147-27259.89"
"Аванинов Геннадий Валериевич-806745896709-с. Новосибирск, пр. Железнодорожный, д. 88 стр. 2/2, 583309-144585.23"
"Аванцев Валерий Борисович-615364883625-д. Апатиты, ул. Профсоюзная, д. 6, 136665-38429.28"
"Аваргин Юрий Аркадиевич-667682444739-ст. Тихвин, бул. Енисейский, д. 988 стр. 3, 941868-112820.53"
"Авасанова Клавдия Валерьевна-339090222066-д. Губкинский, пр. Революции, д. 9/1 стр. 2, 162871-12035.4"
"Авачев Кирилл Аркадиевич-833394420063-к. Печора, пер. Высотный, д. 6/3 к. 20, 649895-42941.62"
"Августинов Ярослав Василиевич-469282861079-ст. Белоярский, пер. Тульский, д. 96 к. 7/1, 169549-17711.4"
"Августов Руслан Валериевич-156725439064-с. Терней, бул. Максима Горького, д. 7 к. 9, 152461-55417.7"
"Авдакушин Денис Василиевич-772869283665-п. Саратов, бул. Высоковольтный, д. 9/4, 609377-32112.0"
"Авдакушин Денис Юрьевич-961949706873-к. Подольск, наб. Волжская, д. 326 стр. 93, 145824-60123.23"
"Авдалов Владислав Игоревич-643210988399-к. Верхний Уфалей, пр. Дружба, д. 6/1 к. 3/2, 366684-98304.06"
"Авдеевская Мария Федоровна-77177368541-ст. Калач-на"
"Авденина Оксана Сергеевна-783891417178-ст. Сусуман, алл. Ручейная, д. 9, 830243-66138.69"
"Авдиенков Ярослав Игоревич-912371915101-п. Юрьевец (Иван.), ул. Больничная, д. 803, 102906-77096.26"
"Авдимов Геннадий Алексеевич-903585047934-д. Дивногорск, пр. Ягодный, д. 534 стр. 8, 694538-131518.3"
"Авдокин Ярослав Михаилович-677693045681-п. Магас, алл. Циолковского, д. 56 стр. 697, 669864-85302.89"
"Авдокунина Светлана Максимовна-572222781818-к. Шерегеш, алл. Каштановая, д. 63 стр. 588, 507584-98223.78"
"Авдокушина Ирина Сергеевна-289129463779-с. Усть-Калманка, ш. Ясное, д. 3/2 стр. 8/4, 489692"
"Авдоничев Кирилл Алексеевич-888738600686-д. Курильск, алл. Проточная, д. 2/7 к. 936, 574251-132628.28"
"Авдошкина Софья Яковлевна-991067202166-клх Одинцово, ул. Дальняя, д. 596 к. 344, 272696-114403.18"
"Авдощенков Дмитрий Юриевич-874931148597-клх Каневская, бул. Фестивальный, д. 269, 904420-145453.55"
"Авдуков Олег Антонович-888956207479-ст. Александровск-Сахалинский, бул. Шаумяна, д. 87 стр. 4, 802096"
"Авдулина Александра Федоровна-385300837096-клх Котлас, ш. Курганное, д. 460, 696841-27046.74"
"Авдушина Юлия Эдуардовна-49454735293-д. Камышлов, пр. Радищева, д. 752, 638360-21032.26"
"Авдышов Алексей Аркадиевич-572287524442-ст. Красноселькуп, наб. Тенистая, д. 369 стр. 78, 320950-88882.35"
"Авдышов Эдуард Данилович-166623450649-клх Батайск, наб. Физкультурная, д. 9/3, 056716-2283.94"
"Авдюхина Алина Федоровна-957532832955-к. Елец, бул. Боровой, д. 66 к. 31, 123230-111870.45"
"Авдюшин Валерий Павлович-363232526216-клх Шилка, ш. Ленинградское, д. 2/9, 371558-1208.18"
"Авдяков Семён Данилович-266302855925-с. Саров (Морд.), пр. Розы Люксембург, д. 9/4, 645266-135110.67"
"Аверихина Елена Максимовна-319824360475-п. Макушино, наб. Прохладная, д. 78 к. 333, 136627-4316.88"
"Аверищева Надежда Василевна-112619129735-г. Волоколамск, пр. Кленовый, д. 34 стр. 330, 140665-114725.76"
"Аверкина Лариса Евгеньевна-575048610281-п. Энгельс, бул. Ольховый, д. 373, 125246-41670.42"
"Аверхов Семён Борисович-829229589673-г. Кырен, пер. Чернышевского, д. 2 к. 80, 587459-40362.12"
"Аверчева Анна Викторовна-210116911446-г. Волхов, наб. Фурманова, д. 36, 318421-41152.18"
"Аверчева София Кирилловна-580007543037-с. Оленек, алл. Брянская, д. 427 к. 49, 626570-121969.58"
"Авершин Константин Денисович-97844294135-клх Малая Вишера, ул. Кубанская, д. 951, 395140-81174.03"
"Аверьева Алиса Богдановна-527169840182-д. Тикси, ул. Привольная, д. 52 стр. 15, 214893-121071.51"
"Аверяскина Анастасия Василевна-43874978036-клх Волхов, ул. Смирнова, д. 633 стр. 12, 632409-25590.02"
"Аветиков Семён Денисович-523792410003-п. Тамбов, наб. Вахитова, д. 9/8 к. 4/8, 235725-42832.93"
"Аветисов Георгий Михаилович-480579263427-к. Любань, наб. Мирная, д. 32 к. 1/4, 182992-37367.58"
"Авечкин Федор Василиевич-474150569959-д. Баксан, пер. Сахалинский, д. 180, 659797-101994.26"
"Авечкина Кристина Валерьевна-650053296876-п. Славянск-на"
"Авиева Софья Богдановна-24817358366-г. Петрозаводск, пр. Бажова, д. 7 стр. 39, 615619-17698.84"
"Авиева Тамара Олеговна-344091176452-п. Туапсе, бул. Прохладный, д. 803, 524007-119299.88"
"Авилкин Иван Аркадиевич-433423324778-г. Эльтон, ш. Парижской Коммуны, д. 3, 009429-132370.44"
"Авилов Геннадий Василиевич-399731260590-ст. Южноуральск, ш. Суворова, д. 59 к. 436, 608425-49263.86"
"Авилчев Альберт Игоревич-903770304092-ст. Ачинск, пр. Подстанция, д. 1/8 к. 3/7, 430872-110819.51"
"Авильчева Катерина Кирилловна-929687464134-г. Буйнакск, пр. Сенной, д. 3 к. 1, 616732-127304.59"
"Авлахова Клара Василевна-404409900359-д. Выборг, ул. Нижняя, д. 86, 115706-30902.45"
"Авлина Надежда Аркадьевна-263325926261-клх Нижний Тагил, пер. Краснознаменный, д. 63 к. 8/2, 394166-139060.64"
"Авлукова Ева Михайловна-525079448504-к. Канск, пр. Флотский, д. 6 стр. 9, 086485-15060.91"
"Авонесова Раиса Николаевна-141213841560-с. Великие Луки, пр. Советов, д. 7/2 стр. 856, 859651-77251.45"
"Авотин Геннадий Георгиевич-655481474401-к. Долинск, пр. Одесский, д. 2 стр. 5, 099299-26190.52"
"Аврамишина Ольга Петровна-317791034679-д. Нефтекамск, бул. Амурский, д. 4/2 стр. 30, 122545-15933.95"
"Аврасина Ксения Егоровна-403354630548-д. Старый Оскол, бул. Калинина, д. 14 стр. 1, 318851-99743.84"
"Авремин Эдуард Вадимович-759539505890-к. Калач, бул. Пожарского, д. 440, 473225-140221.95"
"Аврин Альберт Виталиевич-398722389784-с. Меренга, наб. Толбухина, д. 203 стр. 20, 993544-116133.95"
"Аврин Павел Борисович-809178978691-д. Серпухов, алл. Пролетарская, д. 7 к. 30, 379271-24267.93"
"Аврорин Денис Вадимович-981016004209-п. Серафимович, алл. Шаумяна, д. 3/1, 280843-47403.39"
"Аврорина Юлия Аркадьевна-37496498105-п. Балтийск, алл. Луговая, д. 342 стр. 31, 202382-146745.95"
"Авроров Геннадий Алексиевич-704742757087-к. Юровск, ш. Мичурина, д. 939, 561288-48541.63"
"Аврукина Марина Николаевна-180744287991-ст. Шамары, пр. Нахимова, д. 87 к. 4/8, 829687-58414.61"
"Аврусев Юрий Борисович-522002310443-к. Волгоград, ш. Студенческое, д. 302 к. 735, 059660-20603.87"
"Аврушкина Алёна Эдуардовна-692763832762-клх Юрюзань, ул. Красногвардейская, д. 34, 108611-23073.12"
"Аврушкина Светлана Борисовна-440094930789-к. Братск, наб. Геологическая, д. 637 к. 2, 702731-31776.56"
"Аврюнин Артём Леонидович-497345642982-клх Ульяновск, ул. Черемуховая, д. 4, 683222-22096.91"
"Авсарагова Валентина Викторовна-478558230744-г. Мончегорск, алл. Первомайская, д. 4 стр. 20, 758440-88210.83"
"Авсатов Федор Петрович-772441729036-г. Витим, ш. Серафимовича, д. 459 к. 318, 018705-132467.4"
"Авсейков Виталий Викторович-396998353834-д. Жигулевск, бул. Мостовой, д. 58 к. 91, 999670-130725.78"
"Авсенев Георгий Тимофеевич-902640173729-д. Благовещенск (Амур.), ул. Ангарская, д. 8 стр. 1/8, 996721-88896.07"
"Авсянкин Иван Романович-322597586901-клх Ржев, бул. Кирова, д. 1/5 к. 47, 092597-9620.05"
"Автаева Виолетта Эдуардовна-934403346785-п. Самара, наб. Никитина, д. 23, 148130-67595.06"
"Автоманов Павел Максимович-768559554192-клх Карабулак, пер. Кольцова, д. 2 к. 77, 583770-11519.86"
"Автонишина Катерина Федоровна-428604292241-к. Эльтон, алл. Маркса Карла, д. 6/9, 047314-43195.27"
"Автонишина Ксения Аркадьевна-300258265885-ст. Данков, ш. Чайковского, д. 5/6 стр. 1/6, 645494-98975.91"
"Автонюшкин Станислав Вадимович-563890740240-п. Цимлянск, пр. Путейский, д. 8 стр. 6/3, 300879-136683.74"
"Автушков Руслан Сергеевич-264570233712-с. Махачкала, ш. Просвещения, д. 6/6 стр. 7/8, 094466-130279.2"
"Авученкова Марина Леонидовна-606228926167-к. Биробиджан, наб. Разина, д. 1/8, 048718-105819.84"
"Авфукова Маргарита Василевна-973548072489-д. Якутск, пер. Пушкина, д. 848 стр. 737, 241789-26481.85"
"Авхукова Кира Эдуардовна-372243196665-г. Бавлы, пр. Радищева, д. 1/7 стр. 2, 645400-108736.07"
"Авхукова Раиса Николаевна-537603016523-п. Алдан, алл. Огородная, д. 68 к. 2/9, 151816-59598.53"
"Авцына Мария Викторовна-528636565133-г. Орск, пр. Лермонтова, д. 88 к. 6/2, 847765-116239.55"
"Авчарова Виолетта Михайловна-139812243006-п. Ишим, бул. Санаторный, д. 87 стр. 6, 928546-76658.42"
"Авчуков Антон Викторович-213579501075-к. Саров (Морд.), пер. Казанский, д. 4/9, 787087-11174.65"
"Авчухов Федор Юриевич-10707290263-с. Баргузин, пр. Красногвардейский, д. 6/5, 147707-107557.2"
"Авшанова Тамара Никитична-781888733993-к. Красногорск (Моск.), ш. Рабочее, д. 1 стр. 8, 177957-67488.12"
"Агабалаева Клара Дмитриевна-352909279474-ст. Шенкурск, наб. Подлесная, д. 619, 453497-111273.01"
"Агаджанов Альберт Игоревич-588913358590-ст. Абакан, пр. Родниковый, д. 9 стр. 2, 003654-57352.44"
"Агадулин Виктор Адамович-847864505684-д. Можайск, алл. Дачная, д. 80 к. 21, 733541-115552.86"
"Агадулин Николай Антонович-496194994315-д. Нязепетровск, пер. Советский, д. 161 стр. 7/4, 530020-110376.28"
"Агадулин Роман Фёдорович-406189732817-д. Серебряные Пруды, ш. Выгонное, д. 911 стр. 348, 872071-36881.84"
"Агадуллин Альберт Викторович-615190399712-п. Троицк (Моск.), ш. Абрикосовое, д. 2 стр. 5/1, 576165-63202.71"
"Агадуллина Ирина Кирилловна-820494482250-ст. Агинское (Забайк.), ул. Чапаева, д. 25 стр. 2, 127509-77008.61"
"Агакишиев Денис Алексеевич-906650737076-п. Когалым, наб. Бульварная, д. 983 стр. 405, 029491-146034.02"
"Агаленков Яков Олегович-427203051653-д. Печора, наб. Российская, д. 9/1, 253526-71740.02"
"Агальцев Семён Фёдорович-389433113310-г. Петухово, бул. Бригадный, д. 7 к. 23, 730006-106737.89"
"Агальцева Мария Аркадьевна-256725677161-ст. Ульяновск, алл. Звездная, д. 3/2 к. 35, 762601-63106.4"
"Агамиров Илья Алексеевич-922211471417-клх Охотск, алл. Слободская, д. 85 стр. 2/6, 905395-138172.5"
"Агамурадов Станислав Романович-598462264014-к. Мокшан, пр. Толстого, д. 9/8 стр. 2, 800043-23333.18"
"Агапкина Лиза Кирилловна-280847611580-с. Ребриха, ул. Заречная, д. 95, 188432-95935.07"
"Агапочкина Алина Вадимовна-862122228833-к. Шелехов, бул. Жданова, д. 1 стр. 854, 397240-102701.58"
"Агапочкина Валерия Олеговна-941806937429-г. Тотьма, бул. Юности, д. 247 к. 200, 718141-90345.28"
"Агапцева Лариса Никитична-147142628990-с. Черкесск, наб. Харьковская, д. 682, 339197-145435.17"
"Агапчева Валентина Романовна-941198225653-г. Арсеньев, ул. Химиков, д. 7/4 к. 5/7, 879493-103511.06"
"Агапьев Артур Яковлевич-264856488346-г. Завьялиха, ул. Пригородная, д. 6/5 стр. 8/5, 848245-71431.14"
"Агарков Александр Евгеньевич-855068658784-г. Сасово, пер. Геологов, д. 69 к. 4/4, 517686-66702.65"
"Агарков Борис Николаевич-347389423761-ст. Хабаровск, пер. Бульварный, д. 9 стр. 8/7, 132512-111343.97"
"Агасаров Алексей Борисович-621514745801-ст. Сковородино, бул. Крылова, д. 41 стр. 644, 431531-35363.61"
"Агауров Виталий Адамович-836528667766-ст. Артем, алл. Троицкая, д. 1, 184337-118535.24"
"Агафенова Инна Алексеевна-512065808437-ст. Аша, пер. Свободный, д. 218 стр. 440, 782989-124433.68"
"Агафианова Мария Евгеньевна-878166077877-с. Нижний Новгород, ш. Строителей, д. 6/1 стр. 74, 272415-121977.28"
"Агашин Владислав Олегович-520842141770-клх Канск, алл. Энтузиастов, д. 1, 397716-25570.39"
"Агашичева Софья Леонидовна-297001775016-к. Киров (Вятка), пер. Энгельса, д. 338 к. 3/9, 524062-100286.85"
"Агеенкова Тамара Яковлевна-202436923341-клх Оймякон, алл. Садовая, д. 959 стр. 33, 338856-60487.27"
"Агейкина Ирина Аркадьевна-324619710856-клх Иваново, пр. Плеханова, д. 4/5, 217963-116029.66"
"Агеусова Оксана Евгеньевна-173475520192-п. Поронайск, алл. Привольная, д. 4/5 к. 935, 384541-46104.19"
