ФИО-ИНН-Адрес регистрации-Сумма уплаченного налога за текущий год
"Анастасиев Степан Викторович-343663382625-ст. Нижний Новгород, наб. Проточная, д. 450 стр. 162, 822332-86532.81"
"Андруцкий Герасим Тимофеевич-793211400290-д. Хатанга, ш. Деповское, д. 929, 209740-38530.79"
"Андрюцкая Алёна Вадимовна-987659866316-с. Колпашево, алл. Владимирская, д. 97 стр. 8, 821788-76424.54"
"Анеликова Дарья Дмитриевна-136699797588-д. Голицыно, бул. Степной, д. 57 к. 7, 245523-128191.4"
"Аношин Кирилл Яковлевич-417315049010-г. Тихорецк, наб. Трудовая, д. 8 к. 1, 728853-76585.26"
"Антипова Оксана Никитична-966111604832-г. Набережные Челны, алл. Мелиоративная, д. 57, 150378-116411.59"
"Антипухина Вера Федоровна-595542936206-ст. Северодвинск, пер. Литейный, д. 8/1 к. 4/1, 720829-89260.19"
"Антомонова Виктория Вадимовна-941990529420-клх Дагомыс, наб. Сурикова, д. 45, 014034-70963.71"
"Антонишина Алина Николаевна-650552582414-к. Учалы, пр. Большевистский, д. 1/8 к. 98, 241838-147932.3"
"Антонкин Алексей Валериевич-401532527436-к. Малгобек, наб. Почтовая, д. 17 стр. 943, 581077-18623.08"
"Антюшков Яков Леонидович-848785565382-к. Мытищи, алл. Донская, д. 22 к. 5, 197749-53663.18"
"Анчакова Алена Романовна-46470123534-с. Соловки, наб. Труда, д. 57, 067826-115988.62"
"Анчихорова Клара Николаевна-171407937815-д. Минусинск, алл. Шолохова, д. 17 стр. 5, 197354-63801.73"
"Анякова Катерина Евгеньевна-850114037144-клх Хужир, ш. Гаражное, д. 161, 604460-76473.3"
"Аоферова Юлия Федоровна-246452270223-с. Киров (Вятка), ш. Жукова, д. 81 к. 7, 279099-31639.96"
"Апалинова Алина Михайловна-503676657779-г. Сортавала, алл. Дружба, д. 92 стр. 9/2, 840215-107111.2"
"Апалкова Александра Дмитриевна-437043558657-к. Благовещенск (Амур.), бул. Пионерский, д. 6/3 к. 919, 793673-135001.32"
"Апалькова Юлия Евгеньевна-754865484701-к. Октябрьское (Хант.), пр. Геологов, д. 2 стр. 26, 078167-128572.2"
"Апанова Елена Кирилловна-865372759969-г. Богучар, ул. Свободная, д. 5 к. 8, 191926-66565.94"
"Апатин Степан Юриевич-54557135510-с. Александров, алл. Пограничная, д. 3/7 к. 8, 404698-118675.97"
"Арабаджиев Руслан Игоревич-481104494022-г. Ноябрьск, алл. Толстого, д. 8/8 к. 160, 762402-111557.39"
"Арабский Виталий Фёдорович-11508287904-д. Пятигорск, бул. Рылеева, д. 6, 549010-95380.77"
"Арадушкин Денис Виталиевич-138616585715-д. Воронеж, алл. Леваневского, д. 82 к. 439, 531718-130094.83"
"Арамонова Людмила Ивановна-878169606865-клх Междуреченский, пр. Ореховый, д. 379, 261443-131577.88"
"Аргасов Евгений Викторович-356617437251-с. Ялуторовск, пер. Гражданский, д. 823 стр. 2, 928741-98550.12"
"Ардашин Константин Юриевич-79720740951-г. Россошь, ул. Солнечная, д. 314 стр. 78, 224508-139315.98"
"Арзанов Аркадий Антонович-834373185239-с. Истра, алл. Ореховая, д. 5, 718583-45578.21"
"Арикова Полина Никитична-126201402887-п. Оймякон, пер. Маяковского, д. 827 к. 50, 604521-104970.37"
"Ариньшин Алексей Викторович-876838931002-с. Пушкин, пер. Сиреневый, д. 25, 348421-23873.32"
"Арлеевский Михаил Адамович-710657369744-ст. Фатеж, пер. Кольцевой, д. 23, 986660-140846.18"
"Армаев Николай Петрович-467743759875-д. Семлячики, пр. Олега Кошевого, д. 80 к. 6/4, 492295-4428.27"
"Арподова Вероника Леонидовна-926249465777-п. Элиста, ш. Ветеранов, д. 642 стр. 187, 666714-93926.39"
"Арпухина Евгения Федоровна-926550506708-с. Урюпинск, наб. Подгорная, д. 549 к. 29, 371676-95583.3"
"Арсеев Юрий Тимофеевич-9538686137-г. Тобольск, бул. Нижний, д. 1 стр. 420, 620552-99541.63"
"Арсенин Игорь Леонидович-240176479290-ст. Можга, ш. Степана Разина, д. 500 к. 26, 929342-110172.24"
"Арсенкина Валентина Олеговна-865493637637-г. Асбест, пер. Шишкина, д. 9 к. 99, 027019-37200.86"
"Артемихин Константин Максимович-891968350194-д. Чикола, наб. Нижняя, д. 33, 514784-16716.44"
"Артикулова Лиза Олеговна-814171252002-клх Ялуторовск, пер. Володарского, д. 98 к. 85, 220496-120210.81"
"Артюмакова Клара Олеговна-647412460331-к. Хабаровск, наб. Спартака, д. 9 к. 5, 489908-10750.95"
"Артюшикин Илья Василиевич-417816805140-клх Можга, алл. Водников, д. 4, 920818-33291.61"
"Артюшина Раиса Никитична-824119087211-к. Пышма, ул. Докучаева, д. 63, 325139-3733.8"
"Архелов Роман Фёдорович-531541456435-п. Бугуруслан, пр. Братский, д. 4 стр. 372, 613297-80963.99"
"Арцебашева Лиза Петровна-581770629242-с. Колпашево, алл. Павлика Морозова, д. 5, 255802-111900.16"
"Арцибасов Семён Петрович-836213575719-п. Клин, алл. Карла Маркса, д. 6 к. 89, 699659-126252.07"
"Арцсулов Роман Леонидович-309948430176-д. Новая Игирма, алл. Большевистская, д. 238 к. 589, 247764-11074.88"
"Аршина Яна Леонидовна-110756907384-п. Магадан, ул. Тихая, д. 705 к. 4/6, 863557-7929.5"
"Арщипова Любовь Николаевна-438861843215-г. Невинномысск, пер. Магистральный, д. 72, 597202-35976.54"
"Асадова Дарья Аркадьевна-175456258701-ст. Саратов, ул. Гражданская, д. 8/8 стр. 89, 956973-69912.72"
"Асков Вячеслав Максимович-36621612295-к. Мончегорск, ул. Кубанская, д. 7, 438052-131213.57"
"Асмаев Евгений Алексеевич-185057960919-с. Югорск, бул. Заливный, д. 21 стр. 51, 089392-109496.72"
"Асмаева Инна Кирилловна-152147859259-д. Батайск, наб. Пионерская, д. 268 стр. 1/5, 929249-18470.0"
"Астахова Наталья Богдановна-632180732421-ст. Черняховск, наб. Космонавтов, д. 7 стр. 848, 585896-135425.38"
"Астрадымов Денис Вадимович-499135481991-клх Шали, пр. Волжский, д. 860 стр. 34, 851990-58605.91"
"Астринская Ольга Олеговна-897108620136-г. Карталы, бул. Моховой, д. 6 стр. 7/8, 061189-125144.88"
"Асылбеков Аркадий Михаилович-637407030155-п. Кашхатау, алл. Выгонная, д. 56 к. 4, 950031-78471.41"
"Атаров Пётр Олегович-423115539511-ст. Якша, пр. Коммунаров, д. 79 стр. 9/9, 239238-7302.7"
"Аташева Екатерина Олеговна-123607516417-с. Кисловодск, наб. Свободная, д. 255, 513980-78145.62"
"Атепелова Ольга Никитична-480456483956-г. Валдай, алл. Семашко, д. 1, 944799-8174.66"
"Атепина Алёна Андреевна-857791144457-г. Середниково, наб. Тукая, д. 1, 710303-131678.79"
"Атипов Ярослав Алексиевич-929221906234-д. Вендинга, пр. Путевой, д. 749 стр. 1, 592626-10691.5"
"Атрыганьев Игорь Максимович-950087829392-д. Палана, ул. Калужская, д. 89 к. 4/9, 170026-57441.01"
"Аттиков Федор Данилович-705459938598-д. Надым, пер. Сиреневый, д. 38, 103629-4349.1"
"Аубенцова Оксана Евгеньевна-773015012294-ст. Карачаевск, бул. Короленко, д. 99 стр. 47, 422383-141172.55"
"Афанасова Кристина Кирилловна-166934070229-г. Каневская, пер. Поперечный, д. 3/2, 794366-51695.32"
"Афицерова Виолетта Евгеньевна-680330771836-клх Соловки, ш. Морозова, д. 2/4, 675457-83834.86"
"Афонютин Кирилл Андреевич-166161588016-клх Сочи, пер. Карбышева, д. 793 к. 569, 852725-111811.61"
"Аханов Максим Юрьевич-185476065315-ст. Снежинск, наб. Уральская, д. 834 к. 2/6, 075758-52034.43"
"Ахмеева Юлия Романовна-785171243283-клх Верхний Уфалей, пр. Пионерский, д. 8, 686882-7685.4"
"Ахметдиев Вячеслав Павлович-247019946897-п. Южно-Курильск, ш. Мичурина, д. 1/9 стр. 980, 083445"
"Ахтаов Тарас Яковлевич-549037108108-г. Братск, ш. Поселковое, д. 9/2, 212087-129531.69"
"Ахтаова Алена Ивановна-682048362821-с. Арсеньев, алл. Клары Цеткин, д. 42 к. 5, 406572-66558.72"
"Ахтяшова Виолетта Богдановна-462030161417-д. Моздок, пр. Песчаный, д. 147 к. 784, 202193-92981.11"
"Ачиусов Павел Вадимович-856076716-ст. Кулу, пр. Профсоюзный, д. 68, 083011-96385.37"
"Ачкасов Яков Борисович-537210883908-п. Щельяюр, пр. Таманский, д. 78, 339855-133667.59"
"Ашуркин Степан Романович-601243900563-г. Вязьма, ул. Водопроводная, д. 3/1, 949740-118767.83"
"Ашурова Тамара Василевна-513513757751-ст. Каргасок, пер. Февральский, д. 1 стр. 128, 097460-47433.41"
"Бабенцев Игорь Евгеньевич-138425873143-с. Мокшан, наб. Театральная, д. 12, 159911-119999.49"
"Бабникина Жанна Вадимовна-571848139876-клх Черкесск, ш. Строителей, д. 7/7 к. 9/7, 322971-149210.69"
"Бабукова Елена Кирилловна-974798274017-г. Мураши, пер. Интернациональный, д. 477, 679511-5102.09"
"Бавырин Константин Кириллович-727718915556-п. Приморско-Ахтарск, бул. Деповский, д. 67 стр. 3/6, 019326"
"Багавиева Вероника Ивановна-629336981252-клх Льгов, пер. Майский, д. 70, 980073-83928.63"
"Багов Федор Викторович-59341209913-г. Невьянск, алл. Троицкая, д. 32 к. 5/7, 503916-123576.91"
"Багренцов Леонид Валериевич-49363911286-с. Рыбинск, наб. Рябиновая, д. 3 к. 1/9, 891124-99490.03"
"Бадайкова Светлана Викторовна-228150492304-п. Ревда (Сверд.), наб. Смоленская, д. 50 к. 3, 101556-7341.12"
"Бадашин Олег Аркадиевич-480947471565-с. Октябрьское (Челяб.), наб. Ясная, д. 2 к. 1, 075065-64830.43"
"Бадокина Дарья Романовна-643619025364-ст. Щельяюр, пр. Коммунаров, д. 6/7 стр. 803, 748081-138250.71"
"Бадурова Тамара Валерьевна-491329769007-клх Кызыл, пр. Хуторской, д. 5 к. 78, 556992-118248.83"
"Бадылкина Наталия Олеговна-873005580439-г. Лодейное Поле, пер. Краснофлотский, д. 4/7 стр. 23, 608823-65028.19"
"Бадыштов Руслан Валериевич-673562518683-п. Териберка, ул. Ульяновская, д. 8, 163931-30848.55"
"Бадьин Ярослав Алексеевич-463727600848-г. Бологое, ул. Мичурина, д. 7/4 к. 358, 030917-98421.2"
"Баженова Любовь Богдановна-615533366880-п. Миллерово, алл. Кедровая, д. 65, 690868-48670.87"
"Базаркин Михаил Алексеевич-500398090602-с. Глазов, бул. Азина, д. 39 стр. 628, 666782-33829.15"
"Базилев Герасим Евгеньевич-908163611154-клх Игарка, алл. Геологическая, д. 9, 046567-87325.53"
"Базулова Екатерина Леонидовна-688784126739-г. Балашиха, ул. Коминтерна, д. 8, 237332-148501.72"
"Базурова Раиса Леонидовна-332651811754-ст. Белореченск, наб. Радищева, д. 6/9 к. 2, 991459-53668.85"
"Байданов Илья Павлович-347870443889-д. Троицко-Печорск, пер. Ударный, д. 7, 483227"
"Байматов Михаил Аркадиевич-865803804489-п. Кингисепп, бул. Хуторской, д. 2 к. 5/9, 523771-32010.51"
"Байчева Лиза Эдуардовна-881369394567-клх Кижи, бул. Таежный, д. 5, 532849-73758.86"
"Байчуков Роман Адамович-157865051999-п. Каргасок, наб. Макарова, д. 164, 999552-96062.59"
"Бакаютова Алиса Алексеевна-451605684175-г. Урус-Мартан, пр. Краснофлотский, д. 7 стр. 4, 700798"
"Баксакова Софья Олеговна-930103189807-ст. Сызрань, ш. Красина, д. 1 стр. 8/8, 219708-144050.23"
"Бакшев Олег Кириллович-340821522184-к. Санкт-Петербург, бул. Карьерный, д. 26 к. 11, 729420"
"Баланева Елена Ивановна-621370831628-ст. Шатки, бул. Николаева, д. 71 стр. 2, 532667-112645.0"
"Балов Станислав Кириллович-566897896748-клх Кузнецк, алл. Томская, д. 9/7, 567033-76744.54"
"Балтуцкая Софья Богдановна-534992896203-ст. Апатиты, алл. Больничная, д. 293 к. 6/8, 088300-130609.42"
"Бальева Зинаида Викторовна-69660355512-ст. Люберцы, бул. Дорожный, д. 594 к. 4, 041934-64631.38"
"Банченкова Виктория Василевна-550582709217-с. Казань, ул. Советской Армии, д. 7/4 стр. 49, 885553-28043.97"
"Банышков Алексей Андреевич-200801471632-г. Кимры, бул. Ушакова, д. 8, 255654-10568.37"
"Баранецкий Владислав Яковлевич-258144014855-клх Мураши, наб. Космическая, д. 459 к. 153, 626708-74139.08"
"Барахнина Кристина Олеговна-444663533251-п. Серов, пр. Большой, д. 1/3, 635499-37325.78"
"Барашина Евгения Игоревна-828417500312-г. Быково (метеост.), бул. Достоевского, д. 8 к. 394, 001352-86172.59"
"Барбашев Олег Борисович-277645773972-г. Цимлянск, бул. Шахтерский, д. 22 стр. 146, 003348-96552.29"
"Барзина Ирина Евгеньевна-524830504451-п. Нефедова, пер. Минина, д. 857 стр. 560, 810948-130295.45"
"Барновский Андрей Аркадиевич-964109860812-г. Ясный (Оренб.), пер. Ольховый, д. 5/5 стр. 33, 090492-76462.34"
"Баротицкая Маргарита Сергеевна-683015780857-д. Диксон, бул. Дальний, д. 7 к. 48, 294881-139215.04"
"Барунина Дарья Вадимовна-430988095285-д. Красноярск, ул. Победа, д. 8 к. 487, 686475-38148.32"
"Басилова Анна Василевна-544681290946-г. Приозерск, ул. Краснофлотская, д. 30 стр. 1, 782006-134629.68"
"Басков Никита Борисович-780012609679-к. Кош-Агач, ш. Морозова, д. 5/9 к. 44, 139887"
"Басургин Иван Данилович-577354121655-г. Томпа, ш. Виноградное, д. 7, 822757-123806.75"
"Батнин Анатолий Антонович-377246971006-ст. Токма, пер. Веселый, д. 8 стр. 5/8, 709876-52095.58"
"Баторин Александр Алексеевич-470832393751-д. Верхотурье, ш. Пролетарское, д. 86 стр. 69, 413046-129450.53"
"Батуев Аркадий Леонидович-892489091333-п. Черняховск, ул. Комсомольская, д. 8 к. 1/6, 409005-95303.06"
"Батюшкова Лиза Сергеевна-608502192914-д. Нижнеудинск, алл. Волкова, д. 4/4, 567641-1029.4"
"Баулов Степан Адамович-992672409175-к. Кингисепп, бул. Циолковского, д. 1 к. 283, 741589-119144.77"
"Бахмачев Виталий Валериевич-810949163005-г. Клин, пер. Розы Люксембург, д. 838, 394338-9923.72"
"Бахнакова Лариса Николаевна-534265278841-ст. Ковров, пер. Водников, д. 9, 411929-7030.04"
"Бахромова Виктория Олеговна-939573990508-д. Белорецк, наб. Севастопольская, д. 1/2 стр. 59, 378512-89123.92"
"Бахтигозин Альберт Антонович-789495705726-г. Снежинск, пер. Черемуховый, д. 3 к. 63, 521032-68096.18"
"Башарова Алина Евгеньевна-776870048072-клх Мытищи, пер. Энергетиков, д. 6/3 стр. 83, 709348-132575.83"
"Башимова Виктория Федоровна-530730778593-клх Терней, алл. Грибоедова, д. 1 стр. 39, 217189-101621.6"
"Баштарев Максим Данилович-281755113786-п. Борзя, алл. Волжская, д. 706 стр. 960, 716951-114576.15"
"Баюбин Альберт Вадимович-399130347865-с. Усть-Кут, алл. Ручейная, д. 3 к. 5/3, 077851"
"Беглиева Елена Михайловна-608893596242-с. Сочи, ш. Придорожное, д. 7/5 стр. 786, 972788-116959.05"
"Безгубова София Ивановна-750792980143-д. Тамбей, ул. Никитина, д. 5 к. 860, 524590-62773.12"
"Безотецких Анастасия Егоровна-344372942384-к. Королев, алл. Казачья, д. 122 стр. 861, 595793-146350.73"
"Бейдулин Кирилл Евгеньевич-286252033890-г. Ногинск (Моск.), алл. Докучаева, д. 318 к. 195, 982560-111401.55"
"Бекезин Евгений Сергеевич-872175820464-г. Чермоз, алл. Главная, д. 485, 584928-21711.02"
"Бекечин Анатолий Николаевич-423363899785-к. Сеймчан, алл. Слободская, д. 9/6 стр. 1/8, 957745-77160.37"
"Беклев Пётр Игоревич-617899354025-г. Шумиха, бул. Моховой, д. 8 стр. 449, 231689-104025.54"
"Бекушева Алла Дмитриевна-296191629026-д. Светлогорск (Калин.), ул. Путевая, д. 226, 520678-122224.26"
"Беланова Виолетта Егоровна-198600068339-г. Курчатов, ул. Суворова, д. 6/5, 107492-54937.78"
"Белицын Руслан Евгеньевич-825326498959-ст. Серебряные Пруды, пр. Таежный, д. 5/6 к. 34, 314868-92071.81"
"Беллавина Зинаида Егоровна-770843651587-клх Териберка, пр. Народный, д. 68 стр. 90, 192072-101758.7"
"Белобаев Василий Сергеевич-554323897000-клх Андреаполь, ш. Пригородное, д. 96 к. 6, 915505-114183.57"
"Белобаев Никита Яковлевич-363156184807-к. Ковров, наб. Подгорная, д. 1 стр. 87, 375432-9356.55"
"Белоногина Юлия Игоревна-418343377972-г. Калач-на"
"Белорусов Валерий Адамович-51889030181-к. Барнаул, пер. Блюхера, д. 4 к. 8/3, 057877-52590.0"
"Белосохова Наталия Ивановна-579341148609-д. Объячево, бул. Озерный, д. 35 к. 38, 102246-70609.12"
"Беляйкина Катерина Аркадьевна-299170076172-п. Хоста, ш. Степана Разина, д. 901 стр. 97, 741594-41326.4"
"Бемова Зинаида Василевна-382681497128-г. Калевала, ул. Колхозная, д. 9 стр. 69, 489940-144268.43"
"Бендаева Лиза Сергеевна-842061346179-п. Энгельс, пр. Бригадный, д. 5/4 к. 5/9, 900886-22630.56"
"Бенюмова Маргарита Яковлевна-614630305597-клх Терней, ш. Набережное, д. 9/8, 320847-128652.02"
"Беремцева Алёна Викторовна-662160653957-д. Билибино, алл. Островского, д. 9/1, 373025-335.46"
"Беринева Евгения Романовна-776425424154-г. Александров, алл. Партизанская, д. 6 к. 3, 950593-28378.25"
"Беринова Алла Михайловна-72568682820-д. Пушкинские Горы, ш. Бульварное, д. 6 стр. 929, 678937-34187.52"
"Бершанский Аркадий Сергеевич-528301296377-д. Барнаул, пр. Космодемьянской, д. 7/4 стр. 9, 520857-132445.73"
"Берявцева Алина Олеговна-181443850285-г. Нижнекамск, пер. Гончарова, д. 9 к. 62, 483187-124023.12"
"Бесднов Степан Николаевич-974298122540-г. Кирово-Чепецк, пр. Ставропольский, д. 9/1 стр. 233, 898182"
"Бессалова Алена Ивановна-707823930738-г. Плесецк, ш. Кольцова, д. 5 стр. 4/4, 267748-137943.56"
"Бессонов Андрей Павлович-135484133759-к. Гусь-Хрустальный, пер. Бульварный, д. 464, 774329"
"Бесчестнов Георгий Юрьевич-121582072416-д. Минусинск, ш. Красных Партизан, д. 8, 551640-39272.39"
"Бесчеткова Наталия Николаевна-787069433051-п. Тарко-Сале, ш. Щербакова, д. 498, 494289"
"Бехтев Николай Петрович-806225327258-ст. Ухта, бул. Ленинский, д. 839 стр. 1, 763024-87990.58"
"Бешагина Людмила Евгеньевна-779676851794-с. Новомосковск, бул. Энергетиков, д. 8/2 к. 2/7, 081342-85435.27"
"Бешенева Светлана Николаевна-249000637676-клх Шилка, наб. Боровая, д. 7, 206372-123918.31"
"Биатов Вадим Иванович-77886460808-п. Бавлы, пер. Ивановский, д. 6 стр. 8, 711504-78152.22"
"Бибарсов Дмитрий Борисович-766975999484-д. Санкт-Петербург, пр. Севастопольский, д. 6/6 к. 6, 671262"
"Библов Анатолий Василиевич-995253627581-ст. Белокуриха, алл. 40 лет Победы, д. 595, 396490-52616.64"
"Биджамов Виталий Георгиевич-768624334270-с. Куртамыш, бул. Мостовой, д. 3/9 к. 86, 892813-56981.65"
